SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_Result_PS_NG,PSPMBAResultMBA1,PSPMBAResultMBA2,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired,SampleNumber2
BTX/2007/2278,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2007-08-20,2007-08-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2278
BTX/2007/2279,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2007-08-20,2007-08-21,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2279
BTX/2007/2280,The Thames,B016R,London PHA,TQ93877502,Barton Point,2007-08-20,2007-08-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2280
BTX/2007/2281,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2007-08-20,2007-08-21,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2281
BTX/2007/2282,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-08-20,2007-08-21,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2282
BTX/2007/2283,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-08-20,2007-08-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2283
BTX/2007/2284,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-08-20,2007-08-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2284
BTX/2007/2285,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-08-20,2007-08-21,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2285
BTX/2007/2286,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-08-20,2007-08-21,Pacific Oysters,,,,,,NEGATIVE,,,BTX/2007/2286
BTX/2007/2287,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-08-20,2007-08-21,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2287
BTX/2007/2288,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-08-20,2007-08-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2288
BTX/2007/2289,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2007-08-20,2007-08-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2289
BTX/2007/2290,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2007-08-20,2007-08-21,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2290
BTX/2007/2299,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2007-08-21,2007-08-21,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2299
BTX/2007/2300,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-08-21,2007-08-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2300
BTX/2007/2301,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-08-21,2007-08-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2301
BTX/2007/2302,Swale,B076F,Swale BC,TR04206510,River Swale #6,2007-08-21,2007-08-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2302
BTX/2007/2303,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2007-08-20,2007-08-22,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2303
BTX/2007/2304,Poole,B054P,Poole BC,SY99448968,Hamworthy,2007-08-21,2007-08-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2304
BTX/2007/2305,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-08-21,2007-08-22,Mussels,NG,,,,POSITIVE,,<RL,Flesh and water samples required,BTX/2007/2305
BTX/2007/2325,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-08-21,2007-08-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2325
BTX/2007/2365,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2365
BTX/2007/2366,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2366
BTX/2007/2367,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2367
BTX/2007/2368,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2368
BTX/2007/2369,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2007-08-28,2007-08-29,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2369
BTX/2007/2370,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2007-08-28,2007-08-29,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2370
BTX/2007/2371,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2007-08-28,2007-08-29,Cockles,NG,,,,Unable to analyse,,<RL,Additional flesh sample advised,BTX/2007/2371
BTX/2007/2372,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2007-08-28,2007-08-29,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2372
BTX/2007/2373,Yealm,B031H,Plymouth PHA,SX54414955,Fox Cove,2007-08-28,2007-08-29,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2373
BTX/2007/2374,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2374
BTX/2007/2375,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2007-08-28,2007-08-29,Mussels,NG,,,,Insufficient,,<RL,Flesh sample required,BTX/2007/2375
BTX/2007/2376,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-08-28,2007-08-29,Pacific Oysters,NG,,,,,,,,BTX/2007/2376
BTX/2007/2377,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-08-28,2007-08-29,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2377
BTX/2007/2378,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,Flesh and water samples advised,BTX/2007/2378
BTX/2007/2379,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-08-28,2007-08-29,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2379
BTX/2007/2380,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2007-08-28,2007-08-29,Cockles,NG,,,,Insufficient,,<RL,Flesh sample required,BTX/2007/2380
BTX/2007/2381,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-08-28,2007-08-29,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2381
BTX/2007/2382,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-08-28,2007-08-29,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2382
BTX/2007/2383,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-08-28,2007-08-29,Pacific Oysters,,,,,,NEGATIVE,,,BTX/2007/2383
BTX/2007/2384,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-08-28,2007-08-29,Mussels,,,,,,NEGATIVE,,,BTX/2007/2384
BTX/2007/2385,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-08-28,2007-08-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2385
BTX/2007/2386,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2007-08-28,2007-08-29,Cockles,Unsuitable,,,,Unsuitable,,Unsuitable,Flesh sample required,BTX/2007/2386
BTX/2007/2397,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-08-29,2007-08-30,Mussels,NG,,,,,NEGATIVE,,,BTX/2007/2397
BTX/2007/2460,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2007-09-03,2007-09-04,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2460
BTX/2007/2461,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2007-09-03,2007-09-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2461
BTX/2007/2462,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-03,2007-09-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2462
BTX/2007/2463,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-03,2007-09-04,Pacific Oysters,NG,,,,POSITIVE,,<RL,Flesh and water samples required,BTX/2007/2463
BTX/2007/2464,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-09-03,2007-09-04,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2464
BTX/2007/2465,The Thames,B16BW,London PHA,TQ89458478,Corporation Jetty,2007-09-03,2007-09-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2465
BTX/2007/2466,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2007-09-03,2007-09-04,Cockles,,,,,,NEGATIVE,,,BTX/2007/2466
BTX/2007/2467,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2007-09-03,2007-09-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2467
BTX/2007/2468,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2007-09-03,2007-09-04,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2468
BTX/2007/2469,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2007-09-03,2007-09-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2469
BTX/2007/2473,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2007-09-04,2007-09-05,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2473
BTX/2007/2474,North Kent Coast,B17BD,Thanet DC,TR27406970,Minnis Bay,2007-09-03,2007-09-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2474
BTX/2007/2475,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2475
BTX/2007/2476,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-09-04,2007-09-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2476
BTX/2007/2477,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-09-04,2007-09-05,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2477
BTX/2007/2478,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-09-04,2007-09-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2478
BTX/2007/2479,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-09-03,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2479
BTX/2007/2480,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-09-03,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2480
BTX/2007/2481,Dart,B028I,South Hams DC,SX88474892,Compass Cove,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2481
BTX/2007/2482,The Thames,B016R,London PHA,TQ93877502,Barton Point,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2482
BTX/2007/2483,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2007-09-03,2007-09-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2483
BTX/2007/2484,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2007-09-03,2007-09-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2484
BTX/2007/2485,Ravenglass,B053B,Copeland DC,SD08509610,Ravenglass,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2485
BTX/2007/2486,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2486
BTX/2007/2487,Newtown,B022E,Isle of Wight Council,SZ42709110,Clamerkin Creek,2007-09-04,2007-09-05,Hard Clams,,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2487
BTX/2007/2488,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2488
BTX/2007/2489,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2489
BTX/2007/2490,Poole,B054P,Poole BC,SY99448968,Hamworthy,2007-09-04,2007-09-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2490
BTX/2007/2501,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-09-05,2007-09-06,Native Oysters,NG,,,,,NEGATIVE,,Flesh and water samples advised,BTX/2007/2501
BTX/2007/2502,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2007-09-05,2007-09-06,Native Oysters,NG,,,,,NEGATIVE,,,BTX/2007/2502
BTX/2007/2549,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2007-09-10,2007-09-11,Cockles,NG,,,,,,,,BTX/2007/2549
BTX/2007/2550,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2550
BTX/2007/2551,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2007-09-10,2007-09-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2551
BTX/2007/2552,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2007-09-10,2007-09-11,Mussels,NG,,,,,,,,BTX/2007/2552
BTX/2007/2553,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2007-09-10,2007-09-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2553
BTX/2007/2554,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-09-10,2007-09-11,Mussels,NG,,,,,,,,BTX/2007/2554
BTX/2007/2555,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2007-09-10,2007-09-11,Mussels,NG,,,,,,,,BTX/2007/2555
BTX/2007/2556,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-09-10,2007-09-11,Mussels,NG,,,,,,,,BTX/2007/2556
BTX/2007/2557,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-09-10,2007-09-11,Mussels,NG,,,,,,,,BTX/2007/2557
BTX/2007/2558,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-09-10,2007-09-11,Native Oysters,NG,,,,,,,,BTX/2007/2558
BTX/2007/2559,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-09-10,2007-09-11,Native Oysters,NG,,,,,,,,BTX/2007/2559
BTX/2007/2560,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2007-09-10,2007-09-11,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2560
BTX/2007/2561,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2007-09-10,2007-09-11,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2561
BTX/2007/2562,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2007-09-10,2007-09-11,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2562
BTX/2007/2563,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2007-09-10,2007-09-11,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2563
BTX/2007/2564,The Wash,,Boston BC,,Zone 2,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2564
BTX/2007/2565,The Wash,,Boston BC,,Zone 1,2007-09-10,2007-09-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2565
BTX/2007/2566,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2566
BTX/2007/2567,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2567
BTX/2007/2568,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-09-10,2007-09-11,Mussels,NG,,,,Insufficient,,<RL,Flesh sample required,BTX/2007/2568
BTX/2007/2569,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2007-09-10,2007-09-11,Native Oysters,NG,,,,Insufficient,,<RL,Flesh sample required,BTX/2007/2569
BTX/2007/2570,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2570
BTX/2007/2571,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2571
BTX/2007/2572,Yealm,B031H,Plymouth PHA,SX54414955,Fox Cove,2007-09-10,2007-09-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2572
BTX/2007/2573,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-09-10,2007-09-11,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2573
BTX/2007/2574,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2007-09-10,2007-09-11,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2574
BTX/2007/2575,Southampton Water,B021D,Southampton PHA,SU45000770,Netley,2007-09-10,2007-09-11,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2575
BTX/2007/2576,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2007-09-10,2007-09-11,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2576
BTX/2007/2582,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2582
BTX/2007/2583,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2007-09-11,2007-09-12,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2583
BTX/2007/2584,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2584
BTX/2007/2585,Exe,B026E,Teignbridge DC,SX97808090,Pool,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2585
BTX/2007/2586,Camel,B035K,North Cornwall DC,SW92387395,Little Petherick Creek,2007-09-11,2007-09-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2586
BTX/2007/2587,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2587
BTX/2007/2588,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2007-09-11,2007-09-12,Cockles,,,,,,NEGATIVE,,,BTX/2007/2588
BTX/2007/2589,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2007-09-10,2007-09-12,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2007/2589
BTX/2007/2590,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2007-09-10,2007-09-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2590
BTX/2007/2591,Burry Inlet,B038A,Carmarthenshire CC,SS50009740,North (East),2007-09-10,2007-09-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2591
BTX/2007/2592,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-11,2007-09-12,Mussels,,,,,,NEGATIVE,,Flesh and water samples required,BTX/2007/2592
BTX/2007/2593,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-11,2007-09-12,Pacific Oysters,,,,,,NEGATIVE,,Flesh and water samples required,BTX/2007/2593
BTX/2007/2594,Dart,B028F,South Hams DC,SX87415599,Waddeton,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2594
BTX/2007/2595,The Wash,,Boston BC,,Zone 2,2007-09-11,2007-09-12,Cockles,Unsuitable,,,,Unsuitable,,Unsuitable,Flesh sample required,BTX/2007/2595
BTX/2007/2596,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2007-09-11,2007-09-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2007/2596
BTX/2007/2597,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2007-09-11,2007-09-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2597
BTX/2007/2598,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2007-09-11,2007-09-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2598
BTX/2007/2599,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2007-09-11,2007-09-12,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2599
BTX/2007/2612,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2007-09-12,2007-09-13,Native Oysters,NG,,,,,NEGATIVE,,,BTX/2007/2612
BTX/2007/2662,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2007-09-17,2007-09-18,Mussels,Insufficient,,,,,NG,<RL,,BTX/2007/2662
BTX/2007/2663,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2007-09-17,2007-09-18,Native Oysters,NG,,,,,NG,<RL,,BTX/2007/2663
BTX/2007/2664,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2007-09-17,2007-09-18,Native Oysters,NG,,,,,NG,<RL,,BTX/2007/2664
BTX/2007/2665,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2007-09-17,2007-09-18,Native Oysters,NG,,,,,NG,<RL,,BTX/2007/2665
BTX/2007/2666,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2007-09-17,2007-09-18,Mussels,NG,,,,,NG,,,BTX/2007/2666
BTX/2007/2667,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2007-09-17,2007-09-18,Pacific Oysters,NG,,,,,,,,BTX/2007/2667
BTX/2007/2668,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-16,2007-09-18,Pacific Oysters,NG,,,,,NG,<RL,,BTX/2007/2668
BTX/2007/2669,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2007-09-17,2007-09-18,Mussels,NG,,,,,NG,<RL,,BTX/2007/2669
BTX/2007/2670,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2007-09-17,2007-09-18,Mussels,NG,,,,,NG,<RL,,BTX/2007/2670
BTX/2007/2671,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2007-09-17,2007-09-18,Native Oysters,NG,,,,,,,,BTX/2007/2671
BTX/2007/2672,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-09-17,2007-09-18,Native Oysters,NG,,,,,,,,BTX/2007/2672
BTX/2007/2673,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2007-09-17,2007-09-18,Mussels,NG,,,,,,,,BTX/2007/2673
BTX/2007/2674,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-09-17,2007-09-18,Mussels,NG,,,,,,,,BTX/2007/2674
BTX/2007/2684,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2007-09-17,2007-09-19,Mussels,NG,,,,,,,,BTX/2007/2684
BTX/2007/2685,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2007-09-18,2007-09-19,Mussels,NG,,,,,NG,<RL,,BTX/2007/2685
BTX/2007/2686,Poole,B054P,Poole BC,SY99448968,Hamworthy,2007-09-18,2007-09-19,Mussels,NG,,,,,NG,<RL,,BTX/2007/2686
BTX/2007/2687,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2007-09-17,2007-09-19,Cockles,NG,,,,,NG,<RL,,BTX/2007/2687
BTX/2007/2688,Swale,B076F,Swale BC,TR04206510,River Swale #6,2007-09-18,2007-09-19,Mussels,NG,,,,,NG,<RL,,BTX/2007/2688
BTX/2007/2689,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2007-09-17,2007-09-19,Cockles,NG,,,,,NG,<RL,,BTX/2007/2689
BTX/2007/2690,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2007-09-17,2007-09-19,Cockles,NG,,,,,NG,<RL,,BTX/2007/2690
BTX/2007/2691,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2007-09-17,2007-09-19,Mussels,,,,,,NG,,,BTX/2007/2691
BTX/2007/2692,Morecambe Bay - Roosebeck,B48AC,South Lakeland DC,SD37406640,Flookburgh,2007-09-18,2007-09-19,Cockles,PS ,ND,ND,ND,,NG,<RL,,BTX/2007/2692
BTX/2007/2693,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2007-09-18,2007-09-19,Mussels,NG,,,,,NG,<RL,,BTX/2007/2693
BTX/2007/2748,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2007-09-24,2007-09-24,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2748
BTX/2007/2749,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2007-09-24,2007-09-25,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2749
BTX/2007/2750,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2007-09-24,2007-09-25,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2750
BTX/2007/2751,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2007-09-24,2007-09-25,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2007/2751
BTX/2007/2752,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2007-09-24,2007-09-25,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2007/2752
